
Sample
UD20_DOC_1
Analysis Parameter File Name
swiss3s_ocremoval__withtempoffsets_20200513.par With Temp Offsets
Started: 
06/10/2020
11:17:15
ended: 
06/10/2020 
11:39:35 
Atm Pres,mm Hg
377.3
Analyst
TS
Instrument Name
Lab_NDIR1
CalConst and NDIR Coefficients
18.065,6.39122E-05,9.35543E-03,23.5264,8.59102E-06,0
FilterArea
 1 
TransitTime
0,9
SBasic Version
 17302 
VBasic Version
OCEC1133Ox
 1190 
FID1,FID2,Sample_temperature,laserTrans,laserLowTrans,pressure psig,mode,laserRefl,laserLowRefl,DesiredTempSetPt,TempOffsetPt,TimeStamp,MethanatorTemp,FrnOvn TC,Computed Offset,CO2_ppm,M_sig,R_sig,Cvolt,Tamb_ndir
0,0,28.7219,3404,9,3.847143,Ox,5386,0,1,-6,-28629,-999,35,-6,4.9940199,3125528,2774273,15.039062,51.278762
0,0,28.15526,3404,9,3.884677,Ox,5386,0,1,-6,-28645,-999,34,-6,2.6254439,3127985,2773837,15.039062,51.278762
0,0,28.31267,3406,9,4.006471,Ox,5389,0,1,-6,-28661,-999,34,-6,1.6012845,3127597,2771879,15.045776,51.278762
0,0,28.40711,3407,9,4.126733,Ox,5388,0,1,-6,-28677,-999,34,-6,0.37098505,3129595,2773603,15.05249,51.278762
0,0,28.15526,3406,9,4.163118,Ox,5387,0,1,-6,-28693,-999,34,-6,-0.0036437447,3132832,2776218,15.059204,51.278762
0,0,28.0923,3406,9,4.151628,Ox,5387,0,1,-6,-28709,-999,34,-6,-1.1554383,3134116,2775849,15.059204,51.278762
0,0,28.21822,3407,8,4.129414,Ox,5387,0,1,-6,-28725,-999,34,-6,-1.9127541,3133400,2773860,15.059204,51.278762
0,0,28.18674,3408,8,4.107966,Ox,5388,0,1,-6,-28741,-999,34,-6,-2.6801333,3133336,2773624,15.059204,51.278762
0,0,28.37563,3408,8,4.102987,Ox,5386,0,1,-6,-28757,-999,34,-6,-3.6364922,3134253,2773478,15.039062,51.278762
0,0,28.0923,3408,8,4.118307,Ox,5386,1,1,-6,-28773,-999,34,-6,-4.2203803,3134678,2773236,15.039062,51.278762
0,0,28.24971,3406,9,4.162352,Ox,5387,0,1,-6,-28789,-999,34,-6,-5.2861108,3136036,2773237,15.045776,51.278762
0,0,28.15526,3408,8,4.219419,Ox,5385,0,1,-6,-28805,-999,34,-6,-5.4761743,3136883,2774034,15.05249,51.278762
0,0,28.40711,3408,8,4.281465,Ox,5385,-1,1,-6,-28821,-999,34,-6,-5.5679674,3137810,2774103,15.059204,51.278762
0,0,28.31267,3408,8,4.340064,Ox,5384,0,1,-6,-28837,-999,34,-6,-6.1284475,3138049,2774896,15.059204,51.278762
0,0,28.40711,3408,7,4.397514,Ox,5383,0,1,-6,-28853,-999,34,-6,-6.9121317,3139216,2774390,15.059204,51.278762
0,0,28.31267,3407,8,4.451517,Ox,5383,0,1,-6,-28869,-999,34,-6,-7.2904157,3139360,2774215,15.039062,51.278762
0,0,28.50155,3408,8,4.500541,Ox,5384,0,1,-6,-28885,-999,35,-6,-7.060369,3139474,2774618,15.045776,51.278762
0,0,28.53303,3410,8,4.548799,Ox,5382,0,1,-6,-28901,-999,35,-6,-7.692049,3139644,2773987,15.045776,51.278762
0,0,28.37563,3408,8,4.594759,Ox,5382,0,1,-6,-28917,-999,34,-6,-7.9366087,3140447,2774268,15.05249,51.278762
0,0,28.59599,3408,10,4.63957,Ox,5381,1,1,-6,-28933,-999,35,-6,-7.9340953,3140110,2774149,15.059204,51.278762
0,0,28.56451,3409,9,4.680934,Ox,5382,0,1,-6,-28949,-999,35,-6,-8.0098609,3140506,2774394,15.059204,51.278762
0,0,28.65894,3408,9,4.721149,Ox,5381,0,1,-6,-28965,-999,35,-6,-8.2065467,3141039,2774619,15.059204,51.278762
0,0,28.81633,3407,10,4.760215,Ox,5377,0,1,-6,-28981,-999,35,-6,-8.5630474,3141218,2774273,15.039062,51.278762
0,0,28.7219,3409,9,4.796217,Ox,5373,0,1,-6,-28997,-999,35,-6,-9.2108516,3141824,2774061,15.045776,51.278762
0,0,28.91076,3408,8,4.830687,Ox,5369,0,1,-6,-29013,-999,35,-6,-8.7478685,3141556,2774364,15.045776,51.278762
0,0,28.8478,3407,9,4.864008,Ox,5372,1,1,-6,-29029,-999,35,-6,-8.9007492,3141789,2774237,15.045776,51.278762
0,0,28.8478,3408,8,4.894648,Ox,5376,1,1,-6,-29045,-999,35,-6,-9.1556215,3141589,2774057,15.059204,51.278762
0,0,29.03666,3410,8,4.922224,Ox,5372,0,1,-6,-29061,-999,35,-6,-8.9825696,3141929,2774634,15.059204,51.278762
0,0,29.00518,3406,9,4.948268,Ox,5372,0,1,-6,-29077,-999,35,-6,-9.2813224,3142693,2774402,15.059204,51.278762
0,0,28.8478,3405,9,4.968184,Ox,5380,0,1,-6,-29093,-999,35,-6,-9.4746475,3142432,2774569,15.059204,51.278762
0,0,28.87928,3407,7,4.983504,Ox,5369,0,1,-6,-29109,-999,35,-6,-9.2540159,3142294,2774652,15.039062,51.278762
0,0,29.41433,3406,7,4.993462,Ox,5375,0,1,-6,-29125,-999,35,-6,-9.6646327,3142881,2774441,15.039062,51.278762
0,0,29.25697,3406,7,4.996909,Ox,5371,0,1,-6,-29141,-999,35,-6,-9.7578992,3142841,2774505,15.045776,51.278762
0,0,29.2255,3406,8,4.991547,Ox,5365,1,1,-6,-29157,-999,35,-6,-9.4300231,3142518,2774501,15.05249,51.278762
0,0,29.54021,3407,7,4.98044,Ox,5376,0,1,-6,-29173,-999,36,-6,-9.9166288,3143062,2774474,15.059204,51.278762
0,0,29.54021,3408,8,4.961673,Ox,5368,0,1,-6,-29189,-999,36,-6,-9.70123,3142806,2774593,15.059204,51.278762
0,0,29.57168,3407,8,4.937161,Ox,5377,0,1,-6,-29205,-999,36,-6,-9.7302389,3142818,2774673,15.059204,51.278762
0,0,29.7605,3410,8,4.909968,Ox,5374,0,1,-6,-29221,-999,36,-6,-9.6536169,3142772,2774916,15.039062,51.278762
0,0,29.79197,3412,8,4.88852,Ox,5365,1,1,-6,-29237,-999,36,-6,-10.118769,3143069,2774098,15.039062,51.278762
0,0,29.88637,3411,8,4.870136,Ox,5380,0,1,-6,-29253,-999,36,-6,-9.9100208,3143424,2774351,15.045776,51.278762
0,0,30.02654,3413,8,4.859029,Ox,5379,0,375,-5,-29269,-999,36,-5.922764,-9.9942111,3143119,2774266,15.045776,51.278762
0,0,29.96398,3414,7,4.853667,Ox,5371,0,375,-5,-29285,-999,36,-5.922389,-10.117914,3143405,2774609,15.059204,51.278762
0,0,30.3414,3415,6,4.853284,Ox,5384,0,375,-5,-29301,-999,36,-5.922556,-10.125315,3143274,2774111,15.059204,51.278762
