"FID1","FID2","Sample_temperature","laserTrans","laserLowTrans","pressure.psig","mode","laserRefl","laserLowRefl","DesiredTempSetPt","TempOffsetPt","TimeStamp","MethanatorTemp","FrnOvn.TC","Computed.Offset","CO2_ppm","M_sig","R_sig"
"0","0","163.3589","7507","2","0.235198","CH4+Ox","5442","1","1","-5","16272","-999","165","-1.681431","564.49322","3018275","2958262"
"0","0","160.5345","7508","1","0.235198","CH4+Ox","5447","0","1","-5","16256","-999","162","-1.731028","440.06185","3071220","2958865"
"0","0","157.8842","7508","2","0.234049","CH4+Ox","5453","0","1","-5","16240","-999","160","-1.787897","342.24877","3117820","2958732"
"0","0","155.4192","7509","2","0.234815","CH4+Ox","5455","0","1","-5","16224","-999","157","-1.841258","265.2893","3157889","2958635"
"0","0","153.4454","7509","2","0.234432","CH4+Ox","5456","0","1","-5","16208","-999","155","-1.890889","205.4593","3191783","2958777"
"0","0","151.2668","7508","1","0.234815","CH4+Ox","5459","-1","1","-5","16192","-999","153","-1.930629","159.61202","3220433","2958669"
"0","0","149.0219","7507","1","0.234432","CH4+Ox","5455","1","1","-5","16176","-999","151","-1.974493","124.73074","3243317","2958806"
"0","0","146.2545","7507","1","0.233283","CH4+Ox","5456","0","1","-5","16160","-999","148","-2.019692","98.33765","3261969","2959071"
"0","0","143.5362","7506","1","0.234815","CH4+Ox","5456","0","1","-5","16144","-999","146","-2.075412","78.486404","3276461","2959453"
"0","0","141.1848","7503","2","0.235198","CH4+Ox","5452","0","1","-5","16128","-999","143","-2.130143","63.203191","3287564","2958798"
"0","0","138.9316","7504","1","0.235964","CH4+Ox","5447","0","1","-5","16112","-999","141","-2.177486","51.866679","3296447","2959431"
"0","0","136.5259","7503","2","0.235964","CH4+Ox","5441","1","1","-5","16096","-999","139","-2.222853","42.657732","3303520","2958816"
"0","0","134.2693","7504","2","0.235581","CH4+Ox","5442","0","1","-5","16080","-999","137","-2.27129","36.257984","3308201","2958831"
"0","0","132.2601","7507","1","0.236347","CH4+Ox","5441","0","1","-5","16064","-999","135","-2.316725","30.502846","3312796","2959032"
"0","0","129.8251","7505","2","0.234815","CH4+Ox","5440","0","1","-5","16048","-999","132","-2.357179","27.00252","3316022","2959139"
"0","0","127.7182","7504","2","0.235581","CH4+Ox","5434","1","1","-5","16032","-999","130","-2.406205","23.507544","3319033","2959153"
"0","0","125.9243","7500","2","0.235581","CH4+Ox","5433","0","1","-5","16016","-999","128","-2.448626","22.364332","3319906","2959262"
"0","0","123.9207","7500","2","0.23673","CH4+Ox","5427","1","1","-5","16000","-999","126","-2.484746","20.65536","3321655","2959950"
"0","0","121.912","7497","2","0.237879","CH4+Ox","5421","1","1","-5","15984","-999","124","-2.525087","18.560127","3323326","2959399"
"0","0","119.7176","7493","2","0.237113","CH4+Ox","5417","0","1","-5","15968","-999","122","-2.565531","16.431831","3324467","2958947"
"0","0","117.8263","7491","2","0.237113","CH4+Ox","5407","1","1","-5","15952","-999","120","-2.609713","15.277101","3326010","2959184"
"0","0","116.1251","7492","2","0.23673","CH4+Ox","5399","1","1","-5","15936","-999","119","-2.647793","14.337384","3326796","2958842"
"0","0","114.3655","7492","2","0.237496","CH4+Ox","5397","1","1","-5","15920","-999","117","-2.682045","13.48154","3327353","2959028"
"0","0","112.4806","7494","1","0.237496","CH4+Ox","5392","0","1","-5","15904","-999","115","-2.717474","12.245835","3328375","2959298"
"0","0","110.7158","7494","2","0.237879","CH4+Ox","5387","1","1","-5","15888","-999","113","-2.755424","11.418608","3328672","2959119"
"0","0","108.7984","7495","2","0.237496","CH4+Ox","5387","0","1","-5","15872","-999","112","-2.790957","11.198904","3329470","2959106"
"0","0","107.3401","7493","3","0.238645","CH4+Ox","5386","1","1","-5","15856","-999","110","-2.829562","10.420275","3329874","2959176"
"0","0","105.7362","7493","2","0.238262","CH4+Ox","5389","0","1","-5","15840","-999","109","-2.858924","10.053727","3330493","2959020"
"0","0","104.345","7491","3","0.238262","CH4+Ox","5389","1","1","-5","15824","-999","107","-2.891217","9.2964534","3330853","2958826"
"0","0","102.9885","7492","2","0.238262","CH4+Ox","5389","0","1","-5","15808","-999","106","-2.919229","8.6787548","3331338","2958601"
"0","0","100.8595","7490","2","0.238262","CH4+Ox","5389","0","1","-5","15792","-999","104","-2.94654","8.7892551","3331746","2959188"
"0","0","99.88902","7489","2","0.239028","CH4+Ox","5390","0","1","-5","15776","-999","103","-2.989407","7.9373517","3331765","2958967"
"0","0","97.82808","7488","1","0.238645","CH4+Ox","5390","0","1","-5","15760","-999","101","-3.008946","8.1335134","3332304","2959197"
"0","0","96.67267","7484","2","0.239411","CH4+Ox","5392","0","1","-5","15744","-999","100","-3.050441","7.8079013","3332201","2959025"
"0","0","95.28751","7486","2","0.239028","CH4+Ox","5396","1","1","-5","15728","-999","98","-3.073705","7.226284","3332708","2958850"
"0","0","93.5876","7484","2","0.238262","CH4+Ox","5397","0","1","-5","15712","-999","97","-3.101594","7.2363562","3333122","2959209"
"0","0","92.50026","7483","2","0.239028","CH4+Ox","5398","0","1","-5","15696","-999","96","-3.13582","6.6140918","3333479","2959023"
"0","0","91.42498","7482","3","0.24056","CH4+Ox","5401","0","1","-5","15680","-999","95","-3.157713","6.7018294","3332971","2958689"
"0","0","89.69873","7485","2","0.240177","CH4+Ox","5401","0","1","-5","15664","-999","93","-3.179363","6.3842196","3333836","2959040"
"0","0","88.54784","7487","1","0.24056","CH4+Ox","5400","1","1","-5","15648","-999","92","-3.214119","6.1278753","3334302","2958972"
"0","0","87.00499","7484","3","0.241326","CH4+Ox","5398","1","1","-5","15632","-999","90","-3.237292","6.0359611","3333945","2958571"
"0","0","85.88808","7485","2","0.241326","CH4+Ox","5397","0","1","-5","15616","-999","89","-3.268356","5.8668718","3334051","2959382"
"0","0","84.6553","7485","2","0.240943","CH4+Ox","5396","0","1","-5","15600","-999","88","-3.290844","5.3510084","3334669","2958889"
"0","0","83.97865","7483","2","0.24056","CH4+Ox","5392","0","1","-5","15584","-999","87","-3.315665","5.5642771","3334274","2958912"
"0","0","82.47468","7482","2","0.240943","CH4+Ox","5390","1","1","-5","15568","-999","86","-3.329289","4.8540606","3335038","2959158"
"0","0","81.23309","7480","2","0.240943","CH4+Ox","5390","0","1","-5","15552","-999","85","-3.35957","4.4271593","3335267","2958732"
"0","0","80.30713","7479","2","0.241326","CH4+Ox","5392","0","1","-5","15536","-999","84","-3.384569","4.5534825","3334959","2958871"
"0","0","79.38731","7482","2","0.240943","CH4+Ox","5388","1","1","-5","15520","-999","83","-3.403212","4.8640484","3335432","2959310"
"0","0","78.18764","7482","2","0.241709","CH4+Ox","5386","1","1","-5","15504","-999","82","-3.421732","4.4775753","3335082","2958914"
"0","0","77.04417","7481","2","0.241326","CH4+Ox","5385","0","1","-5","15488","-999","80","-3.445886","4.4497318","3335426","2958921"
"0","0","76.08814","7484","0","0.242092","CH4+Ox","5386","0","1","-5","15472","-999","80","-3.468909","4.2790884","3335606","2959236"
"0","0","75.2601","7480","2","0.241326","CH4+Ox","5382","0","1","-5","15456","-999","79","-3.488158","4.0860929","3335877","2959037"
"0","0","75.02566","7483","1","0.241326","CH4+Ox","5381","1","1","-5","15440","-999","79","-3.50483","3.7803955","3335821","2959236"
"0","0","73.52726","7478","3","0.241709","CH4+Ox","5380","0","1","-5","15424","-999","77","-3.509551","4.0258393","3335676","2958938"
"0","0","72.71891","7481","1","0.242092","CH4+Ox","5383","-1","1","-5","15408","-999","76","-3.53972","3.6014919","3336167","2958746"
"0","0","72.14225","7481","1","0.242092","CH4+Ox","5379","-1","1","-5","15392","-999","76","-3.555995","3.4198915","3336528","2959382"
"0","0","71.22762","7479","3","0.241326","CH4+Ox","5377","1","1","-5","15376","-999","75","-3.567605","3.5819737","3336132","2958797"
"0","0","69.86987","7480","1","0.241709","CH4+Ox","5375","0","1","-5","15360","-999","73","-3.586021","3.7292678","3336292","2959229"
"0","0","69.09479","7481","2","0.242858","CH4+Ox","5376","1","1","-5","15344","-999","73","-3.613358","3.0447049","3336416","2958581"
